city,lat,lon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds,weather,sunrise,sunset,timestamp
Usakos,-22.0,15.6,27.56,27.29,27.56,27.56,1011.0,40.0,6.28,11.0,few clouds,1767846120.0,1767894359.0,1767896886.0
Omaruru,-21.4333,15.9333,31.29,29.55,31.29,31.29,1009.0,24.0,6.82,66.0,broken clouds,1767846106.0,1767894213.0,1767896886.0
Henties Bay,-22.116,14.2845,20.08,20.26,20.08,20.08,1011.0,81.0,4.22,13.0,few clouds,1767846422.0,1767894689.0,1767896886.0
Oshakati,-17.7833,15.6833,32.74,30.91,32.74,32.74,1006.0,23.0,1.48,58.0,broken clouds,1767846581.0,1767893858.0,1767896887.0
Ongwediva,-17.7833,15.7667,32.88,30.89,32.88,32.88,1006.0,21.0,1.99,63.0,broken clouds,1767846561.0,1767893838.0,1767896887.0
Ompundja,-17.9115,15.7014,33.38,31.49,33.38,33.38,1006.0,22.0,1.69,64.0,broken clouds,1767846563.0,1767893868.0,1767896887.0
Eenhana,-17.4667,16.3333,29.32,28.34,29.32,29.32,1007.0,33.0,1.56,63.0,broken clouds,1767846460.0,1767893667.0,1767896887.0
Helao Nafidi,-17.4247,15.8925,30.31,28.83,30.31,30.31,1007.0,27.0,2.34,16.0,few clouds,1767846570.0,1767893768.0,1767896887.0
Tsandi,-17.7463,14.8866,31.7,29.87,31.7,31.7,1007.0,23.0,1.57,45.0,scattered clouds,1767846776.0,1767894045.0,1767896887.0
Okahao,-17.885,15.0667,33.05,31.06,33.05,33.05,1006.0,21.0,1.44,68.0,broken clouds,1767846718.0,1767894017.0,1767896887.0
Tsumeb,-19.2333,17.7167,28.62,27.86,28.62,28.62,1008.0,35.0,3.28,79.0,broken clouds,1767845931.0,1767893532.0,1767896887.0
Oniipa,-17.9141,16.0424,32.54,30.79,32.54,32.54,1006.0,24.0,1.74,70.0,broken clouds,1767846480.0,1767893786.0,1767896887.0
Otjiwarongo,-20.4637,16.6477,28.93,27.57,28.93,28.93,1009.0,25.0,0.29,91.0,overcast clouds,1767846047.0,1767893929.0,1767896888.0
Grootfontein,-19.5667,18.1167,20.76,20.93,20.76,20.76,1009.0,78.0,2.57,35.0,scattered clouds,1767845797.0,1767893474.0,1767896888.0
Okakarara,-20.5833,17.4333,29.02,27.89,29.02,29.02,1009.0,30.0,1.19,95.0,overcast clouds,1767845845.0,1767893754.0,1767896888.0
Opuwo,-18.0607,13.84,29.29,27.95,29.29,29.29,1009.0,27.0,5.73,68.0,broken clouds,1767846993.0,1767894331.0,1767896888.0
Khorixas,-20.3667,14.9667,27.59,26.99,27.59,27.59,1010.0,34.0,8.06,33.0,scattered clouds,1767846462.0,1767894321.0,1767896888.0
Katima Mulilo,-17.5,24.2667,23.97,24.17,23.97,23.97,1009.0,67.0,2.45,77.0,broken clouds,1767844552.0,1767891766.0,1767896888.0
Kongola,9.0665,-10.1959,28.93,27.71,28.93,28.93,1011.0,28.0,2.18,44.0,scattered clouds,1767855512.0,1767897353.0,1767896888.0
Rundu,-17.9333,19.7667,27.82,27.27,27.82,27.82,1008.0,36.0,1.63,84.0,broken clouds,1767845584.0,1767892895.0,1767896888.0
Otjiwarongo,-20.4637,16.6477,28.93,27.57,28.93,28.93,1009.0,25.0,0.29,91.0,overcast clouds,1767846047.0,1767893929.0,1767896888.0
Mariental,-24.6333,17.9667,34.71,32.14,34.71,34.71,1007.0,12.0,2.88,13.0,few clouds,1767845234.0,1767894109.0,1767896888.0
Rehoboth,-23.3167,17.0833,32.88,30.57,32.88,32.88,1008.0,15.0,0.98,24.0,few clouds,1767845607.0,1767894160.0,1767896888.0
Gibeon,37.9724,-76.6197,12.0,10.8,10.79,13.19,1023.0,59.0,1.54,42.0,scattered clouds,1767874954.0,1767909803.0,1767896888.0
Keetmanshoop,-26.5833,18.1333,33.56,31.09,33.56,33.56,1008.0,11.0,6.83,0.0,clear sky,1767844949.0,1767894314.0,1767896888.0
Lüderitz,-26.6481,15.1594,22.08,21.78,22.08,22.08,1012.0,55.0,10.91,0.0,clear sky,1767845655.0,1767895036.0,1767896889.0
Oranjemund,-28.55,16.4333,18.97,19.04,18.97,18.97,1015.0,81.0,6.7,0.0,clear sky,1767845100.0,1767894979.0,1767896889.0
Karasburg,-28.0167,18.75,29.94,28.1,29.94,29.94,1011.0,10.0,6.66,0.0,clear sky,1767844614.0,1767894352.0,1767896889.0
Gobabis,-22.45,18.9667,29.04,27.7,29.04,29.04,1009.0,26.0,5.63,84.0,broken clouds,1767845258.0,1767893605.0,1767896889.0
Leonardville,39.3644,-96.8589,8.01,5.5,6.98,9.36,992.0,96.0,4.12,100.0,heavy intensity rain,1767880041.0,1767914434.0,1767896889.0
Witvlei,-22.4,18.4833,30.01,28.28,30.01,30.01,1009.0,21.0,2.72,89.0,overcast clouds,1767845380.0,1767893715.0,1767896889.0
